,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_rbf,y_kpca_rbf,x_kpca_poly,y_kpca_poly,x_kpca_cos,y_kpca_cos,cluster_kpca_rbf
30,HoReCa,Other,18815,3610,11107,1148,2134,2963,-0.007407037413695294,0.06725798705065192,0.04311921712672585,0.1174533592420145,0.16493083317346688,0.6234542505990082,4
31,HoReCa,Other,2612,4339,3133,2088,820,985,-0.14954951184126322,-0.19973477021747046,-0.2947866262456748,-0.27210669237856183,-0.3202832277448935,-0.6543615200910102,1
32,HoReCa,Other,21632,1318,2886,266,918,405,-0.22685196768119845,0.10124602462623544,-0.2515720524686855,0.26606108407188256,-0.5331976714561589,0.3096951135050876,4
33,HoReCa,Other,29729,4786,7326,6130,361,1083,-0.1282850581623546,0.399899097505344,0.04182350289076511,0.626332710568475,-0.2657127763492757,1.0160176758685076,3
34,HoReCa,Other,1502,1979,2262,425,483,395,-0.18919553651563345,-0.23384049513375876,-0.3395076127492349,-0.2859829888576617,-0.3553345601724844,-0.6617378578423457,1
35,Retail,Other,688,5491,11091,833,4239,436,0.1256768007670742,-0.2926489592380955,0.15318548998697992,-0.4720462749746825,0.6000385488030907,-0.6994720898570783,2
36,HoReCa,Other,29955,4362,5428,1729,862,4626,-0.07490778440677827,0.35872505699860746,0.11579078334966665,0.5158516314924013,-0.10896559076293684,0.8729278267080995,3
37,Retail,Other,15168,10556,12477,1920,6506,714,0.277901056648966,-0.04514595628102519,0.4474462104001658,-0.15055607597941162,1.0110854714933872,0.3545071689871451,2
38,Retail,Other,4591,15729,16709,33,6956,433,0.5088895400207492,-0.1799297296670465,0.6931422223897341,-0.2710746455693036,1.0669990965728455,-0.0866897260511077,0
39,HoReCa,Other,56159,555,902,10002,212,2916,0.0011534773885988926,0.8220882021752696,0.3812905631536113,0.5589487619332952,-0.2658160897709333,1.0520557688481056,3
40,HoReCa,Other,24025,4332,4757,9510,1145,5864,-0.032239955548381535,0.4461745338424914,0.2115296314258817,0.5158501567286049,-0.07066330438118074,0.8768592401126596,3
41,HoReCa,Other,19176,3065,5956,2033,2575,2802,-0.09802047435051188,0.09632757038358702,-0.09230035545523264,0.1966869002686488,-0.2267615344055911,0.6812704745370014,4
42,Retail,Other,10850,7555,14961,188,6899,46,0.2988971777641694,-0.1573763642604774,0.46300101226479096,-0.292706531265456,0.9339095988837436,-0.04149593103471429,2
43,Retail,Other,630,11095,23998,787,9529,72,0.6333539368942154,-0.1807996435040964,0.7874656499758453,-0.2060123987575114,1.0782110305381705,-0.1264071613347099,0
44,Retail,Other,9670,7027,10471,541,4618,65,0.11821939187426732,-0.17633709856656554,0.16846143696562288,-0.3160674267550954,0.6993504189316272,-0.3014026813903076,2
45,Retail,Other,5181,22044,21531,1740,7353,4985,0.6897964496445723,0.03594302634918011,0.6868279055313018,0.05304779726024779,1.08377114597803,0.23881263381467815,0
46,Retail,Other,3103,14069,21955,1668,6792,1452,0.5735478600785713,-0.15203914947613234,0.7630314684360963,-0.2376643694653716,1.1362540837239703,-0.007844312938151363,0
47,Retail,Other,44466,54259,55571,7782,24171,6465,0.4349453256302615,0.4415408749362428,0.3902727289147301,0.2579669885514343,1.0468195374740168,0.6355703661769264,3
48,Retail,Other,11519,6152,10868,584,5121,1476,0.13561872349870374,-0.1317694543457369,0.20654515531327805,-0.26001705669369035,0.8848206201740587,-0.06628411696761508,2
49,Retail,Other,4967,21412,28921,1798,13583,1163,0.8621295544651938,0.060572796128393724,0.7289714387313022,0.1158823681764607,1.1659077580747397,0.16553202774555306,0
50,HoReCa,Other,6269,1095,1980,3860,609,2162,-0.22105886892878046,-0.07080960169479121,-0.3430795910530941,-0.035973347916172814,-0.5820706110905143,-0.22619730411284586,1
51,HoReCa,Other,3347,4051,6996,239,1538,301,-0.0720433736561098,-0.2487907956041573,-0.1808690502894265,-0.3679504169323377,-0.028722944939419324,-0.7430876992955524,1
52,Retail,Other,40721,3916,5876,532,2587,1278,-0.05211752857316581,0.4684989831224589,0.20385521739136736,0.6261716702573177,-0.08674957266417169,0.8909028791210406,3
53,Retail,Other,491,10473,11532,744,5611,224,0.27894702123292897,-0.2810192651862057,0.4039493331332728,-0.4491321359123349,0.8740988275952088,-0.4758487853096406,2
54,HoReCa,Other,27329,1449,1947,2436,204,1333,-0.24526307257678515,0.2860081111708117,-0.1626299229460015,0.5367169722978515,-0.5661236177888785,0.6849596429801801,4
55,HoReCa,Other,5264,3683,5005,1057,2024,1130,-0.1037128665697349,-0.1997366429537304,-0.233658734818708,-0.29885888350892176,-0.2019424298597644,-0.7210255982115944,1
56,Retail,Other,4098,29892,26866,2616,17740,1340,0.8391977821271883,0.20429638087101035,0.5426398038264191,0.2327742150149673,1.1345482302711063,0.20080584685527714,0
57,Retail,Other,5417,9933,10487,38,7572,1282,0.3185422134618672,-0.22071311812153108,0.4746777128635695,-0.38349654161277785,0.9906745830480072,-0.241049736273137,2
58,HoReCa,Other,13779,1970,1648,596,227,436,-0.2501364703788845,-0.03512437087032138,-0.3782829305730562,0.0389655500053321,-0.6503694520222107,-0.10235035203594348,1
59,HoReCa,Other,6137,5360,8040,129,3084,1603,0.01896837189510496,-0.2124888649702137,-0.022022933753793425,-0.3573458414066493,0.3731213086902093,-0.6586893364667847,2
60,Retail,Other,8590,3045,7854,96,4095,225,-0.011511233389875688,-0.19275384966069045,-0.059830519896656775,-0.2986881440336673,0.17949326231368734,-0.5060044485503941,1
61,Retail,Other,35942,38369,59598,3254,26701,2017,0.5104345084293165,0.4434218772621693,0.39299139703675934,0.2596203904566621,1.096396168156771,0.5179666938410358,3
62,Retail,Other,7823,6245,6544,4154,4074,964,0.009010223963096892,-0.11331377862381825,-0.009699948119071,-0.1962110688577538,0.35342997336563825,-0.30864959755664617,1
63,Retail,Other,9396,11601,15775,2896,7677,1295,0.4270871287557403,-0.10071273995323107,0.6401918706005619,-0.24099799892956264,1.155806895392096,0.17863504925210588,2
64,HoReCa,Other,4760,1227,3250,3724,1247,1145,-0.19489949130152268,-0.12720400654956426,-0.3396877340483362,-0.13477912051815075,-0.5182627933852391,-0.4322266616355373,1
65,Retail,Other,85,20959,45828,36,24231,1423,0.7539503554469698,0.3101013874055389,0.4410358671167096,0.2616736195916985,1.1483957385883086,0.13524693209006589,0
66,HoReCa,Other,9,1534,7417,175,3468,27,-0.025740851286433997,-0.2970617423148747,-0.09322374084289006,-0.4130771376120032,0.10625886719030372,-0.7534036783570165,1
67,Retail,Other,19913,6759,13462,1256,5141,834,0.16258880751479926,0.02891367677972825,0.29240464167051344,0.00012687407189318752,0.7219711661891853,0.5778175984956202,2
68,HoReCa,Other,2446,7260,3993,5870,788,3095,-0.05972027434477791,-0.06749093294707517,-0.0599707011697159,-0.06292199893640757,-0.01517272074014014,-0.09582649452127702,1
69,HoReCa,Other,8352,2820,1293,779,656,144,-0.22172944681278345,-0.13367123031116165,-0.37944416017539295,-0.13546815859725855,-0.5404623323910833,-0.4177517515871899,1
70,HoReCa,Other,16705,2037,3202,10643,116,1365,-0.19297475357562924,0.29274146748223656,-0.05060659132237162,0.4810257519427729,-0.4214474336569596,0.5814482961589554,4
71,HoReCa,Other,18291,1266,21042,5373,4173,14472,0.36147687186406463,0.3938445308299713,0.3992597551893945,0.26347509037127353,0.4284467783983808,0.5388427699211277,3
72,HoReCa,Other,4420,5139,2661,8872,1321,181,-0.1307165970681748,0.007139419616991037,-0.11135435138412844,0.09607355497591544,-0.2354513943970505,-0.0033438994733020304,1
73,Retail,Other,19899,5332,8713,8132,764,648,-0.09581084189636503,0.24528987711419595,0.0008987162689018074,0.4094083190417793,-0.188461828341525,0.8126110518976689,4
74,Retail,Other,8190,6343,9794,1285,1901,1780,0.015635017771267117,-0.14957068311069754,-0.0107208200281701,-0.26244056436794794,0.4250958639726384,-0.4536534663942196,1
75,HoReCa,Other,20398,1137,3,4407,3,975,-0.29279469672820274,0.1966879682008657,-0.2988019728448936,0.4165342524963792,-0.7545245986949456,0.47757790413847295,4
76,HoReCa,Other,717,3587,6532,7530,529,894,-0.10781834227646607,-0.08298364178919919,-0.1282246715305857,-0.04654708810697804,-0.1647623281565941,-0.21796638427731949,1
77,Retail,Other,12205,12697,28540,869,12034,1009,0.751301020044042,0.01260667270702347,0.7923752448833203,0.007641589923586964,1.1206394962774142,0.2419467109294498,0
78,HoReCa,Other,10766,1175,2067,2096,301,167,-0.2574395111741397,-0.062071937035833566,-0.40984981655016206,-0.006883271270861428,-0.7004238678739126,-0.2178807568443948,1
79,HoReCa,Other,1640,3259,3655,868,1202,1653,-0.12795969270440194,-0.2297405109441161,-0.2610406538069765,-0.31847176755984985,-0.20982097097592994,-0.6871863036900921,1
80,HoReCa,Other,7005,829,3009,430,610,529,-0.2168706693463673,-0.15819009448044904,-0.3779155808867271,-0.17308419907797304,-0.5043193191568104,-0.4801727327940402,1
81,Retail,Other,219,9540,14403,283,7818,156,0.3976279742424213,-0.2772839137719734,0.5725819154133495,-0.4145797417023825,0.965665932270098,-0.3749778514272839,2
82,Retail,Other,10362,9232,11009,737,3537,2342,0.15562033900879213,-0.1193562313766874,0.2402263946635039,-0.2448420655760987,0.9380307119266692,0.02231177815291746,2
83,HoReCa,Other,20874,1563,1783,2320,550,772,-0.2576563583225601,0.13988625323960646,-0.29618269339744824,0.33081418448807226,-0.6908481647038808,0.42608215256370596,4
84,Retail,Other,11867,3327,4814,1178,3837,120,-0.08603991357787022,-0.11117096801091857,-0.1648772854952068,-0.1475219150071057,-0.15945036141570265,-0.2728549215358759,1
85,Retail,Other,16117,46197,92780,1026,40827,2944,0.3793978188732704,0.4217476697144797,0.3883366736832279,0.25626373495613325,1.1496273046754102,0.3385310835504963,3
86,Retail,Other,22925,73498,32114,987,20070,903,0.40490392171366907,0.4209787594450959,0.38843674479929213,0.2563393057786993,0.972482453199326,0.3833676285205047,3
87,HoReCa,Other,43265,5025,8117,6312,1579,14351,0.2789329798705148,0.5687683065439961,0.3948303497119393,0.2825635724817164,0.17714702976729976,0.8374567839151441,3
88,HoReCa,Other,7864,542,4042,9735,165,46,-0.2014511206756206,0.10140601877658728,-0.1416351099577708,0.2473306821759167,-0.42010800751045546,0.14159061626856845,4
89,HoReCa,Other,24904,3836,5330,3443,454,3178,-0.14695611533869826,0.2756174663879383,-0.053857620132791516,0.4779438454720914,-0.3295105011262156,0.9016782884608264,4
90,HoReCa,Other,11405,596,1638,3347,69,360,-0.27865266258619475,-0.013904429429952216,-0.4136609279751087,0.07913795302740635,-0.7648710686059708,-0.0858534338884125,1
91,HoReCa,Other,12754,2762,2530,8693,627,1117,-0.20459268240444736,0.15616091755812309,-0.17362761022052542,0.3225087737341825,-0.4874605703811691,0.3928984954587656,4
92,Retail,Other,9198,27472,32034,3232,18906,5130,0.8333454214028614,0.2811143014915979,0.51081823915959,0.25525282250221704,1.154835090436997,0.34036820400825124,0
93,HoReCa,Other,11314,3090,2062,35009,71,2698,0.2824341417452919,0.5047582272413768,0.3900350151310963,0.2639131765015496,-0.04139922301103628,0.5324876653575954,3
94,Retail,Other,5626,12220,11323,206,5038,244,0.2720800867303914,-0.21677829672043736,0.4048812679722284,-0.3705245523594404,0.902849102002836,-0.2678894435767465,2
95,HoReCa,Other,3,2920,6252,440,223,709,-0.11777952089035525,-0.2632076086518809,-0.24060060089851426,-0.3535239289116525,-0.15294248141700814,-0.7259523252920134,1
96,Retail,Other,23,2616,8118,145,3874,217,0.016819649058288248,-0.30385688812632905,-0.028894103489518062,-0.4430106441334654,0.23756369873419275,-0.7668978256775626,2
97,HoReCa,Other,403,254,610,774,54,63,-0.2329047651845156,-0.2200037043466414,-0.364145551892008,-0.2287867466358161,-0.4384791894903251,-0.6101071903197052,1
98,HoReCa,Other,503,112,778,895,56,132,-0.23396123301421645,-0.21704585925129508,-0.3674269063091253,-0.22596087671538295,-0.4447429754030151,-0.6054946701786987,1
99,HoReCa,Other,9658,2182,1909,5639,215,323,-0.24763015220377602,0.008020704432845095,-0.3449825426219667,0.10798564535391862,-0.6720002351437823,-0.012278377094864358,4
100,Retail,Other,11594,7779,12144,3252,8035,3029,0.30962136809841045,-0.04358065723892944,0.4811708315362787,-0.14905364291346065,1.0212350486524622,0.34200475720901724,2
101,Retail,Other,1420,10810,16267,1593,6766,1838,0.4274073795582791,-0.22247803261972232,0.6231583558865986,-0.3777794219427703,1.1107038954484236,-0.1990924706560793,2
102,Retail,Other,2932,6459,7677,2561,4573,1386,0.08268564333822896,-0.22224091113867087,0.08900658922927399,-0.3847938536319638,0.6231288952200025,-0.6441470321122067,2
103,HoReCa,Other,56082,3504,8906,18028,1480,2498,0.15657822024412596,0.8031950337830327,0.4084907056239099,0.3960700673826255,-0.05579643972011115,1.0789826233293738,3
104,HoReCa,Other,14100,2132,3445,1336,1491,548,-0.2003629111033988,-0.03618950340397417,-0.3249884778073253,0.01746040848612236,-0.6290412356346771,-0.05669671931893645,1
105,HoReCa,Other,15587,1014,3970,910,139,1378,-0.2322528875227964,0.011321915828106877,-0.33552612925542163,0.1088106263190946,-0.6500958512772907,0.09097042990690414,4
106,Retail,Other,1454,6337,10704,133,6830,1831,0.2467891918992701,-0.2733173503213809,0.35597039869705704,-0.4454110428548868,0.8500377029836914,-0.4713498439595622,2
107,Retail,Other,8797,10646,14886,2471,8969,1438,0.44481873088107504,-0.1162643295030708,0.6569576061315461,-0.2530671506188995,1.1328766118030602,0.12548255234789246,2
108,Retail,Other,1531,8397,6981,247,2505,1236,0.053762102434171864,-0.26654737047735355,0.03254596291349779,-0.42573239496644505,0.4199245156610692,-0.6923183687253205,2
109,Retail,Other,1406,16729,28986,673,836,3,0.5044140636183132,-0.08404936871615275,0.5670440133693171,-0.02176429721600269,0.8466076744483279,-0.03293784358576593,0
110,HoReCa,Other,11818,1648,1694,2276,169,1647,-0.2506369133641357,-0.019802562050103167,-0.3856418282991099,0.0533820870217475,-0.7471941380562049,-0.05236900511489047,1
111,Retail,Other,12579,11114,17569,805,6457,1519,0.40758137665698135,-0.08602705042351406,0.6149712853516301,-0.2154250151171673,1.1266111371117145,0.2332482770827168,2
112,HoReCa,Other,19046,2770,2469,8853,483,2708,-0.18773946020497434,0.3030277920803274,-0.06586962261253387,0.5015456168575976,-0.4273205034288179,0.7242482326350228,4
113,HoReCa,Other,14438,2295,1733,3220,585,1561,-0.2421210188531184,0.042591397967248035,-0.34891183579487256,0.15647688408535834,-0.7945223177263415,0.19983769694860629,4
114,HoReCa,Other,18044,1080,2000,2555,118,1266,-0.2678732095799691,0.10016815048450887,-0.3411472876164215,0.2651940618756578,-0.7609371665114111,0.3218048939116355,4
115,HoReCa,Other,11134,793,2988,2715,276,610,-0.2529665448871018,-0.0401167668845973,-0.40102857546378295,0.02562015989037843,-0.7446736549222279,-0.14250206546851668,1
116,HoReCa,Other,11173,2521,3355,1517,310,222,-0.2226554816507399,-0.07649634562976315,-0.3728441164416735,-0.0453314027798645,-0.6432933308950814,-0.24302371160667094,1
117,HoReCa,Other,6990,3880,5380,1647,319,1160,-0.1539050524791377,-0.14439015260448512,-0.2976324734428258,-0.1925040954186266,-0.4455800242829275,-0.5152476244213482,1
118,HoReCa,Other,20049,1891,2362,5343,411,933,-0.2514490006307345,0.19922464212100705,-0.2559813286399117,0.4135922402946957,-0.6971472467333849,0.5924811188205427,4
119,HoReCa,Other,8258,2344,2147,3896,266,635,-0.23827975472312665,-0.061931823282124814,-0.384857046257995,-0.01704582005728237,-0.6973197868558396,-0.22874081434465535,1
120,HoReCa,Other,17160,1200,3412,2417,174,1136,-0.24937158427046666,0.07136644304221097,-0.3382159568239344,0.21355761823079428,-0.7517771197964335,0.2784161754866311,4
121,HoReCa,Other,4020,3234,1498,2395,264,255,-0.2138172427676866,-0.16409091805056933,-0.3725792335888263,-0.18563089819244336,-0.5004713871574354,-0.5266646762265583,1
122,HoReCa,Other,12212,201,245,1991,25,860,-0.2920182234685901,-0.016083334730064947,-0.4243548389161237,0.07877409271485138,-0.7554520510958853,-0.09267804919766046,1
123,Retail,Other,11170,10769,8814,2194,1976,143,0.05645790475706675,-0.08950180436705649,0.09054443614693199,-0.1608983131166887,0.4593130169470626,0.005875231508595567,2
124,HoReCa,Other,36050,1642,2961,4787,500,1621,-0.18456289328574607,0.5070191477599811,0.06833101231458345,0.7353255086402102,-0.39416191484703583,0.9411586573550248,3
125,HoReCa,Other,76237,3473,7102,16538,778,918,0.22607040997840666,0.7732284267090651,0.4068230009577623,0.3174255981544428,-0.09843482792804527,1.0934505656951086,3
126,HoReCa,Other,19219,1840,1658,8195,349,483,-0.2442222450626353,0.2589809485847652,-0.16882061944967486,0.4750716088009596,-0.5803246006671862,0.5714711329502032,4
127,Retail,Other,21465,7243,10685,880,2386,2749,0.049927078759124166,0.106977281160529,0.14505130547022535,0.1589749878026466,0.36824695837805227,0.7896823044663955,4
128,HoReCa,Other,140,8847,3823,142,1062,3,-0.033830672023199115,-0.2678394706343453,-0.090161794965584,-0.3645627782042595,0.09424987307299937,-0.6576480425920516,1
129,HoReCa,Other,42312,926,1510,1718,410,1819,-0.1553662196808638,0.5523462486611446,0.16521177354728678,0.7019507615988391,-0.3444181385930861,0.8609681703287699,3
130,HoReCa,Other,7149,2428,699,6316,395,911,-0.23844093502111566,-0.004176569377076059,-0.31819281870118443,0.08791208283469495,-0.5974332488235783,-0.05936316455418397,1
131,HoReCa,Other,2101,589,314,346,70,310,-0.2381529129100909,-0.20587931624902056,-0.37902412487450704,-0.2158708218497769,-0.4635785010345354,-0.5787137976395583,1
132,HoReCa,Other,14903,2032,2479,576,955,328,-0.22455448409449907,-0.02775006686845673,-0.3417193943007155,0.04547060965434452,-0.6021386610561442,-0.049941192020879314,1
133,HoReCa,Other,9434,1042,1235,436,256,396,-0.2529158472299521,-0.10894680371044538,-0.4060073391274109,-0.08040239432537266,-0.6026583826788331,-0.3390176928857712,1
134,HoReCa,Other,7388,1882,2174,720,47,537,-0.2317723641923895,-0.14091281591969862,-0.3963433707492267,-0.14462575969882974,-0.5606181849094805,-0.4407051920326438,1
135,HoReCa,Other,6300,1289,2591,1170,199,326,-0.2303398681292133,-0.15295641660549594,-0.3973277426183894,-0.16217998811174514,-0.54953452741044,-0.4815972133534393,1
136,HoReCa,Other,4625,8579,7030,4575,2447,1542,0.025962105417591745,-0.1288970989257547,0.02189328518387586,-0.21594184207017636,0.3741944617519527,-0.28567550988021706,1
137,HoReCa,Other,3087,8080,8282,661,721,36,-0.006199399100456729,-0.236743575972347,-0.05358515572264618,-0.3549901624963495,0.19258974877105167,-0.6077837322404094,1
138,HoReCa,Other,13537,4257,5034,155,249,3271,-0.12701414053323426,-0.01519458701333752,-0.16553635977965064,0.02342638125042105,-0.2504550973156526,0.12383531051663227,1
139,HoReCa,Other,5387,4979,3343,825,637,929,-0.14741294846652842,-0.18465047488707045,-0.2905099077731139,-0.25377422418426643,-0.32611471389424285,-0.5968350946932293,1
140,HoReCa,Other,17623,4280,7305,2279,960,2616,-0.1081588547861676,0.07714576318792231,-0.12177803098212532,0.1656980331783359,-0.3123403321213226,0.6598433811338884,4
141,HoReCa,Other,30379,13252,5189,321,51,1450,0.0025600922844106967,0.29184474849068026,0.18551001238519715,0.40623128824456295,0.0822644423457014,0.7478100019184148,3
142,HoReCa,Other,37036,7152,8253,2995,20,3,-0.06903974565132981,0.4490114865836898,0.1675158288583939,0.6198053550109611,-0.11708384057119882,0.9194240321215174,3
143,HoReCa,Other,10405,1596,1096,8425,399,318,-0.2405309921351825,0.1076498297692541,-0.22829519526764705,0.2630504415821845,-0.5512430953970947,0.1882623661400525,4
144,HoReCa,Other,18827,3677,1988,118,516,201,-0.2181630329551312,0.042378193904881324,-0.27765354263986103,0.16401730974887302,-0.5274023981279828,0.17081981702675927,4
145,Retail,Other,22039,8384,34792,42,12591,4430,0.7117027383037546,0.19387878871745348,0.5947264081346474,0.17396911873125742,1.006141229184228,0.46791038275625196,0
146,HoReCa,Other,7769,1936,2177,926,73,520,-0.2337139017403845,-0.13208689598313406,-0.3991324831147631,-0.13114476300919978,-0.5816546601821159,-0.4203172618249733,1
147,HoReCa,Other,9203,3373,2707,1286,1082,526,-0.19093341223102006,-0.1207182848828943,-0.3467442842458108,-0.1348630593673183,-0.5551952561024335,-0.4090612396755348,1
148,HoReCa,Other,5924,584,542,4052,283,434,-0.267171612748867,-0.08273382804647712,-0.4047396308047308,-0.031079289192234218,-0.6515588861577455,-0.3033717097682266,1
149,HoReCa,Other,31812,1433,1651,800,113,1440,-0.2210502059831671,0.3436132372550302,-0.05783684899296476,0.5844110161095779,-0.4568291325623946,0.6874226156417553,4
150,HoReCa,Other,16225,1825,1765,853,170,1067,-0.2524748229185168,0.023694175936259467,-0.3546433394214764,0.13638816960781566,-0.6826989462934027,0.09682478078859416,4
151,HoReCa,Other,1289,3328,2022,531,255,1774,-0.16614121186693648,-0.21840630695376428,-0.29870115365415073,-0.2764353609553245,-0.29836122220817657,-0.6123160418221654,1
152,HoReCa,Other,18840,1371,3135,3001,352,184,-0.2549616360002516,0.10531612095458852,-0.3178863673926576,0.2740457942617453,-0.7130002608573722,0.3351669128548731,4
153,HoReCa,Other,3463,9250,2368,779,302,1627,-0.07408215189113851,-0.1858346739337128,-0.13675359207538207,-0.25497388606505816,-0.025303640345422682,-0.4570485160820833,1
154,HoReCa,Other,622,55,137,75,7,8,-0.2355267878937701,-0.2227235302391704,-0.35613790579555177,-0.2243590797286056,-0.4326545182258479,-0.6052285187176739,1
155,Retail,Other,1989,10690,19460,233,11577,2153,0.6394889877457907,-0.16295194535591576,0.7953616515078534,-0.20293077559309672,1.1168132100034924,-0.0654559765338909,0
156,Retail,Other,3830,5291,14855,317,6694,3182,0.3078900379820989,-0.2054038437394952,0.4536909063417887,-0.3406775411225529,0.9241181923173332,-0.1937233636063219,2
157,HoReCa,Other,17773,1366,2474,3378,811,418,-0.2525200954393755,0.09301186653874778,-0.3282392887694633,0.25212089059479303,-0.7434035398348682,0.3187465706689174,4
158,Retail,Other,2861,6570,9618,930,4004,1682,0.11261349580263735,-0.24938535277080345,0.13432392884255706,-0.43194495745137657,0.7024510691760882,-0.6553976083360121,2
159,Retail,Other,355,7704,14682,398,8077,303,0.3788583554997641,-0.2784564843300865,0.5496668663183774,-0.4181542000132607,0.9403612623530492,-0.3856310799528031,2
